"Subject 
(name of deposit data)",g__[Eubacterium],g__[Prevotella],g__[Ruminococcus],g__1-68,g__Acidaminococcus,g__Acinetobacter,g__Actinomyces,g__Adlercreutzia,g__Akkermansia,g__Alistipes,g__Anaerococcus,g__Anaerofustis,g__Anaerostipes,g__Anaerotruncus,g__Atopobium,g__Bacillus,g__Bacteroides,g__Bifidobacterium,g__Bilophila,g__Blautia,g__Bulleidia,g__Butyricicoccus,g__Butyricimonas,g__Campylobacter,g__Catenibacterium,g__cc_115,g__Cetobacterium,g__Christensenella,g__Citrobacter,g__Cloacibacillus,g__Clostridium_Clostridiaceae,g__Clostridium_Lachnospiraceae,g__Clostridium,g__Collinsella,g__Comamonas,g__Coprobacillus,g__Coprococcus,g__Corynebacterium,g__Desulfovibrio,g__Dialister,g__Dorea,g__Edwardsiella,g__Eggerthella,g__Enterococcus,g__Epulopiscium,g__Escherichia,g__Faecalibacterium,g__Finegoldia,g__Fusobacterium,g__Gemmiger,g__Granulicatella,g__Haemophilus,g__Holdemania,g__Klebsiella,g__Lachnobacterium,g__Lachnospira,g__Lactobacillus,g__Lactococcus,g__Leuconostoc,g__Megamonas,g__Megasphaera,g__Mitsuokella,g__Mogibacterium,g__Morganella,g__Mucispirillum,g__Odoribacter,g__Oribacterium,g__Oscillospira,g__Oxalobacter,g__p-75-a5,g__Parabacteroides,g__Paraprevotella,g__Parvimonas,g__Pediococcus,g__Peptococcus,g__Peptoniphilus,g__Phascolarctobacterium,g__Porphyromonas,g__Prevotella,g__Propionibacterium,g__Providencia,g__Pseudomonas,g__Pseudoramibacter_Eubacterium,g__rc4-4,g__RFN20,g__Rikenella,g__Roseburia,g__Rothia,g__Ruminococcus,g__Serratia,g__Slackia,g__SMB53,g__Sphingomonas,g__Staphylococcus,g__Streptococcus,g__Succinivibrio,g__Sutterella,g__Synergistes,g__Turicibacter,g__Veillonella,g__WAL_1855D,g__Weissella,age
Japanese087,0.084293948126801,0.0,0.055475504322766996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005763688760806999,0.0,0.0,0.0,0.347622478386167,0.026657060518732,0.0,0.11671469740634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027737752161383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013328530259366,0.0,0.0,0.007204610951008999,0.0,0.0,0.0,0.0,0.0,0.013328530259366,0.069164265129683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028818443804029996,0.0,0.0,0.017291066282421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07096541786743499,0.0,0.0014409221902020003,0.0,0.0,0.0,0.0,0.0,0.0032420749279540003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese088,0.063685989082402,0.0,0.027813880946192002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00207954250065,0.04912919157785299,0.052508448141409,0.0,0.08630101377696901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003379256563556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010137769690668002,0.0,0.0,0.0,0.0,0.0,0.064465817520146,0.0,0.0,0.00623862750195,0.0,0.0,0.0,0.0,0.0,0.0,0.0018195996880689999,0.0,0.0,0.010917598128411999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.421107356381596,0.0,0.05068884845334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese089,0.0,0.0,0.023357664233577005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016301703163017,0.0,0.5041362530413621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09245742092457401,0.0,0.0,0.0,0.060827250608273,0.0,0.0,0.0,0.0,0.0,0.0026763990267639997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003649635036496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002433090024331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017031630170316003,0.0,0.0,0.0,
Japanese090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07217601287899099,0.0,0.5360880064394951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031929165548699,0.0,0.0,0.0,0.008854306412664,0.0,0.0,0.0,0.0,0.0,0.011000804936946999,0.0,0.0,0.236114837671049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056345586262410005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020391735980682,0.0,0.01931848671854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026831231553529995,0.0,0.0,0.0,20-60
Japanese091,0.335381178441776,0.0,0.06757888857860901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006143535325328,0.019547612398771,0.0,0.254956716001117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00167550963418,0.0,0.0,0.0,0.0,0.0,0.07372242390393699,0.0,0.0,0.0,0.010611561016476001,0.0,0.0,0.0,0.0,0.0,0.006981290142418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12482546774643902,0.0,0.00167550963418,0.0,0.0,0.0,0.0,0.0,0.005585032113935001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese092,0.02572347266881,0.0,0.023384975153464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22566501023092603,0.0,0.0,0.261911721718795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035077462730200002,0.004384682841274,0.0,0.0,0.0,0.0,0.063724057293189,0.0,0.0,0.0,0.007892429114294,0.0,0.0,0.0,0.0,0.0,0.08535515931014301,0.0,0.0,0.039754457760889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002046185325928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002923121894183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09617071031862,0.0,0.032154340836013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese093,0.0,0.0,0.006659656501928001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012267788293025,0.0,0.0,0.0,0.054679284963197,0.093235191026989,0.0,0.286365229582895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121275849982474,0.0,0.0,0.014721345951629999,0.021030494216613998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132141605327725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009113214160533002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035401331931300004,0.0,0.07851384507535901,0.0,0.0,0.0,0.0,0.0,0.013319313003856002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese094,0.0,0.0,0.065123456790123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01358024691358,0.0,0.0,0.0,0.044444444444444,0.0,0.0,0.262654320987654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004320987654321,0.0,0.0,0.0,0.0,0.0,0.132716049382716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092592592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028086419753086005,0.0,0.191358024691358,0.0,0.0,0.0,0.0,0.0,0.010493827160493999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese095,0.0,0.0,0.06631762652705099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004188481675393,0.0,0.0,0.293193717277486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006631762652705,0.0,0.0,0.0,0.0,0.0,0.10750436300174498,0.0,0.0,0.0,0.043280977312391,0.0,0.0,0.0,0.0,0.0,0.035951134380454004,0.0,0.0,0.03874345549738201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.351134380453752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese097,0.0,0.0,0.09090909090909101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009300930093009,0.0,0.0,0.0,0.0,0.065106510651065,0.0,0.27692769276927603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011401140114011001,0.024002400240023997,0.0,0.0,0.0,0.0,0.111611161116111,0.0,0.0,0.0,0.018001800180018002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024002400240023997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018001800180018002,0.0,0.012001200120011999,0.0,0.0,0.0,0.0,0.0,0.03780378037803799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese098,0.0,0.0,0.027240325865580003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.249745417515274,0.012983706720978,0.0,0.17286150712830897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002800407331976,0.0,0.0,0.0,0.0,0.0,0.052698574338085995,0.0,0.0,0.0,0.011710794297352,0.0,0.0,0.0,0.0,0.0,0.054989816700611,0.0,0.0,0.033604887983707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010947046843177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013492871690428001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134928716904277,0.0,0.024694501018330005,0.0,0.0,0.0,0.0,0.0,0.04989816700611,0.0,0.018584521384929,0.0,0.0,0.0,0.0,0.0,20-60
Japanese099,0.0019286403085820001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010221793635487,0.0,0.0,0.0,0.16682738669238098,0.027386692381871004,0.0,0.11359691417550599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016779170684667,0.0,0.0,0.0,0.0,0.0,0.08023143683703,0.0,0.0,0.005785920925747,0.007328833172613,0.0,0.0,0.007907425265188001,0.0,0.003664416586307,0.199228543876567,0.0,0.0,0.023529411764706,0.0,0.0,0.0,0.0,0.0,0.027386692381871004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048216007714559994,0.0,0.0,0.003664416586307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034136933461909,0.0,0.012150433944068999,0.0,0.0,0.0,0.0,0.0,0.029122468659595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese100,0.0,0.0,0.035894559730791004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035894559730791004,0.05832865956253501,0.0,0.15143017386427302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003645541222658,0.0,0.0,0.0,0.0,0.0,0.148906337633202,0.0,0.0,0.0,0.011497476163769,0.0,0.0,0.0,0.0,0.0,0.14385866517106,0.0,0.0,0.037857543466068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015703869882221,0.0,0.0,0.00785193494111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050476724621420005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078799775659002,0.0,0.108524957936062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009814918676388,0.0,0.0,0.005608524957936,0.0,0.0,20-60
Japanese101,0.0015792798483889997,0.0,0.032849020846494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01452937460518,0.0,0.0,0.0,0.0034744156664559996,0.072962728995578,0.0,0.272583701831964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007580543272268,0.017056222362603,0.0,0.0,0.0,0.0,0.11813013265950699,0.0,0.0,0.0,0.061591914087176,0.0,0.0,0.0,0.0,0.0,0.063802905874921,0.0,0.0,0.029690461149716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008528111181301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03348073278585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026216045483259995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese102,0.0,0.0,0.28476821192052904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054304635761589004,0.0,0.0,0.20618101545253797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13156732891832199,0.0,0.0,0.0,0.021633554083884995,0.0,0.0,0.0,0.0,0.010596026490066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese103,0.0,0.0,0.094957239752285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009436744323208,0.0,0.0,0.0,0.008257151282806999,0.033913299911531,0.0,0.348569743438513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001474491300501,0.0,0.0,0.0,0.0,0.0,0.076673547626069,0.0,0.0,0.0,0.020347979946917998,0.0,0.0,0.0,0.0,0.0,0.018283692126216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004423473901504001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14125626658802698,0.0,0.019463285166618,0.0,0.0,0.0,0.0,0.0,0.017693895606016002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese104,0.020694493160294997,0.0,0.019992984917573002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037179936864257995,0.008067344791301,0.0,0.24272185198176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24658014731673003,0.0,0.0,0.0,0.00771659066994,0.0,0.0,0.0,0.0,0.0,0.083830235005261,0.0,0.0,0.04524728165555901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005612065941775,0.0,0.0,0.0,0.0,0.012276394247632001,0.0,0.0,0.00385829533497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07576289021396,0.0,0.0,0.0,0.0,0.0,0.021396001403016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Japanese105,0.0,0.0,0.010406811731315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007095553453169001,0.0,0.0,0.0,0.006149479659413,0.07947019867549701,0.0,0.237937559129612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00473036896878,0.0,0.0,0.0,0.0,0.0,0.112109744560075,0.0,0.0,0.0,0.011352885525071002,0.0,0.0,0.0,0.0,0.0,0.025543992431410003,0.0,0.0,0.10974456007568499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007568590350046999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053453169347209006,0.0,0.014664143803216999,0.0,0.0,0.0,0.0,0.0,0.026963103122044002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Japanese106,0.0,0.0,0.04840848806366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017572944297082,0.040119363395225004,0.0,0.159482758620689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027188328912467002,0.0,0.0,0.0,0.0,0.0,0.18435013262599398,0.0,0.0,0.0,0.0,0.0,0.0,0.013925729442971,0.0,0.0,0.036140583554377,0.0,0.0,0.05371352785145901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762599469496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11472148541114001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035145888594164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese107,0.021528525296016995,0.0,0.014531754574812001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006996770721205999,0.0,0.0,0.0,0.022066738428417998,0.032292787944026,0.0,0.1259418729817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132400430570505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08772874058127,0.0,0.0,0.031216361679225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02529601722282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176533907427341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156081808396124,0.0,0.031216361679225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese108,0.0,0.0,0.016879562043796002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069343065693431,0.0,0.389142335766423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18065693430656898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04242700729926999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08166058394160601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026003649635036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese109,0.0,0.0,0.029692832764505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020477815699659,0.032081911262798996,0.0,0.231058020477815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011262798634812,0.018430034129693,0.0,0.0,0.0,0.0,0.11399317406143301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07610921501706501,0.0,0.0,0.045392491467577005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034129692832759995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104436860068259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11843003412969198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese110,0.0,0.0,0.018830803822371997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682967959527824,0.0238898257448,0.0,0.113827993254637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030073074761102,0.0,0.0,0.05115233277122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053400786958970005,0.0,0.0,0.018830803822371997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021079258010117997,0.0,0.0,0.0,0.0,0.0,20-60
Japanese111,0.0,0.0,0.070422535211268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027528809218950002,0.039052496798975996,0.0,0.181177976952624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137003841229193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086427656850192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333546734955185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013444302176696997,0.0,0.0,0.018565941101152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017285531370038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese112,0.0,0.0,0.09781729991915901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01535974130962,0.0,0.0,0.0,0.08730800323363,0.0,0.0,0.235785502559956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002425222312045,0.0,0.0,0.0,0.0,0.0,0.095122608461331,0.0,0.0,0.0,0.007814605227701001,0.0,0.0,0.0,0.0,0.0,0.133387227162489,0.0,0.0,0.007545136081919001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005928321207221999,0.0,0.0,0.0070061977903530005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010778765831312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011587173268661,0.0,0.018054432767448003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese113,0.0,0.0,0.013036264517658002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06968475942166401,0.021569092201943998,0.0,0.10737141502725699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09931263332543301,0.0,0.0,0.0,0.031998103816069996,0.0,0.0,0.0,0.0,0.0,0.20834320929130104,0.0,0.0,0.008058781701825,0.0,0.0,0.0,0.0,0.028679781938848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020146954254563,0.0,0.0,0.008295804693055001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07347712728134599,0.0,0.072054989333965,0.0,0.0,0.0,0.0,0.0,0.025361460061626002,0.0,0.0,0.0,0.007584735719365,0.0,0.0,0.0,
Japanese114,0.0,0.0,0.038104089219331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024473358116481003,0.0,0.0,0.0,0.018587360594796,0.0,0.0,0.474907063197026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011152416356876999,0.008674101610905,0.0,0.0,0.0,0.0,0.150247831474597,0.0,0.0,0.0,0.008054522924410999,0.0,0.0,0.0,0.0,0.0,0.030049566294919002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051115241635687994,0.0,0.048946716232962005,0.0,0.0,0.0,0.0,0.0,0.015179677819083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
